,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Managed By_Ethiopia Field Office,Managed By_Haiti Field Office,Managed By_PMO - US,Managed By_South Africa Field Office,Fulfill Via_Direct Drop,Fulfill Via_From RDC,Vendor INCO Term_CIF,Vendor INCO Term_CIP,Vendor INCO Term_DAP,Vendor INCO Term_DDP,Vendor INCO Term_DDU,Vendor INCO Term_EXW,Vendor INCO Term_FCA,Vendor INCO Term_N/A - From RDC,Shipment Mode_Air,Shipment Mode_Air Charter,Shipment Mode_Ocean,Shipment Mode_Truck,Product Group_ACT,Product Group_ANTM,Product Group_ARV,Product Group_HRDT,Product Group_MRDT,Sub Classification_ACT,Sub Classification_Adult,Sub Classification_HIV test,Sub Classification_HIV test - Ancillary,Sub Classification_Malaria,Sub Classification_Pediatric,First Line Designation_No,First Line Designation_Yes
5732,240,35000,74200.0,2.12,0.01,12974.0,11138.89,159.98,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5733,240,23,407.34,17.71,0.07,,,0.42,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5734,20,18,576.0,32.0,1.6,164.0,1871.07,0.68,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5735,1,2988,73206.0,24.5,24.5,1992.0,26266.34,90.56,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5736,300,4,68.56,17.14,0.06,,,0.07,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
5737,25,10000,200000.0,20.0,0.8,3334.0,22523.12,330.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5738,100,215,15512.25,72.15,0.72,41.0,1001.02,21.75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5739,60,642,3813.48,5.94,0.1,83.0,929.85,4.49,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5740,60,712,10680.0,15.0,0.25,147.0,1836.81,23.03,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5741,20,5,160.0,32.0,1.6,2.0,634.36,0.31,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5742,60,28496,39894.4,1.4,0.02,2046.0,14405.31,86.01,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5743,30,91,1644.26,18.07,0.6,,,1.69,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5744,20,6,192.0,32.0,1.6,54.0,2734.02,0.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5745,60,23800,176834.0,7.43,0.12,1273.0,3296.58,381.25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5746,120,14498,487132.8,33.6,0.28,3685.0,16359.2,803.77,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5747,60,32002,260816.3,8.15,0.14,4059.0,17997.84,322.63,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5748,60,14,270.58,19.33,0.32,,,0.28,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5749,120,2106,207249.44,98.41,0.82,,,446.83,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5750,60,52,2886.0,55.5,0.92,,,3.4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5751,60,37589,268761.35,7.15,0.12,3267.0,13180.76,376.8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5752,100,263,21040.0,80.0,0.8,,,24.76,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5753,120,22000,816200.0,37.1,0.31,4959.0,2173.4,1759.73,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5754,100,90,8010.0,89.0,0.89,,,9.43,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5755,120,33,1168.83,35.42,0.3,,,1.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5756,30,11,332.32,30.21,1.01,,,0.34,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5757,100,114,513.0,4.5,0.04,5.0,672.49,0.63,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5758,90,12,204.53,17.04,0.19,,,0.21,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5759,60,3000,20550.0,6.85,0.11,385.0,3765.28,21.13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5760,60,21504,30105.6,1.4,0.02,1553.0,13320.8,64.91,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5761,1,50,250.0,5.0,5.0,,,0.29,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5762,30,1984,15038.72,7.58,0.25,46.0,1899.89,15.46,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5763,60,1028,22616.0,22.0,0.37,107.0,1794.89,37.32,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5764,60,287,4059.7,14.15,0.24,,,5.02,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5765,100,112,0.0,0.0,0.0,46.0,1428.23,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5766,60,672,940.8,1.4,0.02,32.0,1701.1,2.03,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5767,30,3007,10734.99,3.57,0.12,262.0,3840.85,15.05,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5768,60,20000,129800.0,6.49,0.11,1748.0,3868.49,152.77,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5769,100,2744,219520.0,80.0,0.8,1303.0,22617.38,307.77,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5770,60,3450,23632.5,6.85,0.11,440.0,4588.02,46.32,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5771,60,19172,46396.24,2.42,0.04,,,100.03,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5772,60,18,247.28,13.74,0.23,,,0.25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5773,100,2744,244216.0,89.0,0.89,1186.0,24927.19,342.39,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5774,100,2100,151200.0,72.0,0.72,1016.0,18862.39,325.99,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5775,60,4555,37396.55,8.21,0.14,3751.0,10867.28,46.26,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5776,60,840,6300.0,7.5,0.12,57.0,8747.56,12.35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5777,120,36,2509.54,69.71,0.58,,,2.58,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5778,30,106,1653.18,15.6,0.52,,,1.7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5779,60,415,4049.18,9.76,0.16,,,5.01,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5780,100,1044,83520.0,80.0,0.8,499.0,9894.85,117.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5781,20,25,800.0,32.0,1.6,176.0,4124.74,0.99,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5782,25,10000,200000.0,20.0,0.8,3335.0,24382.98,330.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5783,30,3550,5538.0,1.56,0.05,255.0,2454.46,6.85,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5784,240,800,4943.88,6.18,0.03,,,10.66,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5785,300,745,22960.9,30.82,0.1,844.0,9768.22,23.6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5786,120,1820,149604.0,82.2,0.68,445.0,4755.76,322.55,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5787,30,2157,33315.55,15.45,0.52,,,34.25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5788,30,48640,260224.0,5.35,0.18,4746.0,98521.56,364.83,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5789,300,699,21543.18,30.82,0.1,728.0,6941.12,30.2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5790,30,5,55.08,11.02,0.37,,,0.06,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5791,30,105278,740104.34,7.03,0.23,7225.0,6038.21,1595.66,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5792,60,10508,43608.2,4.15,0.07,678.0,2148.1,61.14,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5793,30,131704,683543.76,5.19,0.17,10116.0,24250.15,958.33,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5794,30,9,19.55,2.17,0.07,,,0.02,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5795,30,9051,11313.75,1.25,0.04,575.0,3231.11,14.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5796,180,153,7650.0,50.0,0.28,34.0,395.0,14.99,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5797,20,108,3456.0,32.0,1.6,41.0,897.87,5.7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5798,30,29031,193056.15,6.65,0.22,,,318.54,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5799,336,120,4603.2,38.36,0.11,298.0,2204.08,9.92,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5800,100,601,48080.0,80.0,0.8,264.0,36428.24,59.47,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5801,300,40,1232.8,30.82,0.1,,,1.73,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5802,30,19152,124488.0,6.5,0.22,1503.0,11884.14,244.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5803,30,336,1192.8,3.55,0.12,17826.0,20526.23,1.23,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5804,30,20000,480000.0,24.0,0.8,6223.0,82236.74,940.8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5805,25,1354,27080.0,20.0,0.8,422.0,5054.68,44.68,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5806,30,42660,151443.0,3.55,0.12,3442.0,10533.01,187.33,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5807,30,10565,211300.0,20.0,0.67,1412.0,6758.01,217.22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5808,100,1505,120400.0,80.0,0.8,746.0,13037.01,168.8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5809,1,160,800.0,5.0,5.0,149.0,3256.76,0.99,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5810,120,4800,291936.0,60.82,0.51,1175.0,1779.1,300.11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5811,60,3000,13863.09,4.62,0.08,,,27.17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5812,60,40,3199.67,79.99,1.33,,,3.29,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5813,90,3,14.91,4.97,0.06,,,0.02,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
5814,20,3700,118400.0,32.0,1.6,1265.0,18937.3,232.06,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5815,60,34910,283818.3,8.13,0.14,4426.0,37479.21,351.08,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5816,60,1,50.66,50.66,0.84,,,0.05,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5817,30,17188,180474.0,10.5,0.35,2388.0,3790.32,185.53,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5818,25,10000,200000.0,20.0,0.8,3334.0,22086.15,330.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5819,20,7,224.0,32.0,1.6,54.0,2734.02,0.23,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5820,60,11004,94084.2,8.55,0.14,1073.0,9535.67,202.85,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5821,60,20520,49248.0,2.4,0.04,4762.0,17541.06,96.53,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5822,30,22347,390625.56,17.48,0.58,,,842.19,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5823,120,112,10080.0,90.0,0.75,16.0,1000.94,19.76,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5824,30,1262,28395.0,22.5,0.75,173.0,935.89,39.81,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5825,30,240,6944.46,28.94,0.96,,,14.97,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5826,20,545,16895.0,31.0,1.55,204.0,1219.85,27.88,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5827,30,15328,291978.46,19.05,0.64,,,572.28,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5828,60,587,4020.95,6.85,0.11,85.0,1253.45,4.97,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5829,20,530,16430.0,31.0,1.55,219.0,2516.62,16.89,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5830,60,158000,347600.0,2.2,0.04,9832.0,68350.52,357.33,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5831,60,57494,427180.42,7.43,0.12,3085.0,4885.2,921.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5832,20,8,440.44,55.06,2.75,,,0.95,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5833,100,2618,209440.0,80.0,0.8,1246.0,22614.24,345.58,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5834,90,41,748.24,18.25,0.2,,,0.77,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5835,100,3180,283020.0,89.0,0.89,1290.0,15890.52,290.94,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5836,30,16013,73980.06,4.62,0.15,1468.0,12091.91,76.05,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5837,60,6934,18028.4,2.6,0.04,820.0,18044.49,38.87,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5838,30,550,6050.0,11.0,0.37,54.0,1961.49,6.22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5839,30,150000,1029000.0,6.86,0.23,10156.0,13731.6,1697.85,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5840,20,5,160.0,32.0,1.6,2.0,592.46,0.31,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5841,20,540,19720.8,36.52,1.83,,,20.27,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5842,180,342,5800.32,16.96,0.09,109.0,290.0,12.51,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5843,1,2988,73206.0,24.5,24.5,1992.0,27313.0,90.56,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5844,120,24,850.06,35.42,0.3,,,0.87,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5845,60,46100,83441.0,1.81,0.03,2350.0,10627.8,103.22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5846,120,4500,273600.0,60.8,0.51,,,322.03,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5847,60,100,5550.0,55.5,0.92,,,5.71,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5848,60,66660,168649.8,2.53,0.04,3211.0,4116.81,363.61,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5849,30,500,10000.0,20.0,0.67,39.0,516.35,21.56,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5850,30,127904,579405.12,4.53,0.15,10980.0,15331.5,1249.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5851,30,4,119.68,29.92,1.0,,,0.15,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5852,30,43065,128333.7,2.98,0.1,8385.0,12336.45,131.93,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5853,60,39,1944.25,49.85,0.83,,,2.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5854,120,2700,164160.0,60.8,0.51,,,193.22,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5855,60,19,574.65,30.24,0.5,,,0.71,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5856,100,2744,244216.0,89.0,0.89,1303.0,28734.43,342.39,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5857,30,7108,138606.0,19.5,0.65,949.0,8024.1,163.14,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5858,50,80,99402.4,1242.53,24.85,,,102.19,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5859,20,15,480.0,32.0,1.6,508.0,3918.37,0.56,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5860,90,22,580.11,26.37,0.29,,,0.72,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5861,120,194,6984.0,36.0,0.3,90.0,989.0,8.64,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5862,20,214,6848.0,32.0,1.6,508.0,3918.37,8.06,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5863,60,1152,4147.2,3.6,0.06,,,4.26,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
5864,30,141,2682.45,19.02,0.63,,,3.32,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5865,25,10000,200000.0,20.0,0.8,3334.0,23623.43,330.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5866,60,300,1650.0,5.5,0.09,2922.0,5616.02,1.7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5867,100,2100,151200.0,72.0,0.72,1016.0,16061.5,325.99,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5868,60,40400,248460.0,6.15,0.1,3919.0,12704.0,486.98,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5869,60,1320,7840.8,5.94,0.1,406.0,2562.6,8.06,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
5870,60,774,42957.0,55.5,0.92,92.0,1114.0,53.14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5871,60,22925,110040.0,4.8,0.08,3723.0,19056.13,181.57,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5872,30,51828,405294.96,7.82,0.26,3543.0,3646.13,873.82,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5873,60,300,2850.0,9.5,0.16,43.0,1082.89,4.7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
5874,100,30,2670.0,89.0,0.89,,,3.14,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5875,100,2954,236320.0,80.0,0.8,1284.0,125.42,292.33,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
